0,1000010653
1,1000010653
2,1000004079
3,1000004141
4,1000015539
5,1000010653
6,1000005744
7,1000004079
8,1000010667
9,1000018290
11,1000010653
12,1000018306
13,1000010961
15,1000015309
16,1000010653
17,1000007361
18,1000018294
19,1000014287
20,1000010653
22,1000005910
25,1000010653
26,1000001859
28,1000010653
30,1000010653
31,1000010653
33,1000010647
34,1000010653
35,1000018290
36,1000004079
37,1000010653
38,1000010653
39,1000011423
40,1000010653
41,1000010653
42,1000012989
43,1000004079
44,1000010653
45,1000012558
46,1000010061
47,1000010653
48,1000010653
50,1000005990
51,1000010653
52,1000010653
53,1000012993
54,1000014396
55,1000010653
56,1000010653
57,1000003787
58,1000010706
59,1000007138
60,1000010653
61,1000010653
62,1000003191
63,1000010653
64,1000010667
66,1000010653
69,1000010653
70,1000018294
71,1000010645
72,1000003977
73,1000005796
74,1000010653
75,1000010653
76,1000013922
77,1000010667
79,1000010653
80,1000004141
81,1000010683
83,1000010653
84,1000010641
87,1000010461
88,1000010653
89,1000010653
90,1000010653
91,1000010653
92,1000015309
95,1000010653
97,1000010683
98,1000010667
99,1000014053
101,1000004085
